Fecha,Reserva (hm3)
22/01/2023,18.44
23/01/2023,18.43
24/01/2023,18.4
25/01/2023,18.41
26/01/2023,18.4
27/01/2023,18.38
28/01/2023,18.34
29/01/2023,18.3
30/01/2023,18.34
31/01/2023,18.31
01/02/2023,18.28
02/02/2023,18.27
03/02/2023,18.25
04/02/2023,18.24
05/02/2023,18.21
06/02/2023,18.19
07/02/2023,18.19
08/02/2023,18.19
09/02/2023,18.19
10/02/2023,18.16
11/02/2023,18.15
12/02/2023,18.14
13/02/2023,18.12
14/02/2023,18.12
15/02/2023,18.09
16/02/2023,18.08
17/02/2023,18.08
18/02/2023,18.05
19/02/2023,18.05
20/02/2023,18.03
21/02/2023,18.02
22/02/2023,17.99
23/02/2023,17.98
24/02/2023,17.95
25/02/2023,17.92
26/02/2023,17.9
27/02/2023,17.89
28/02/2023,17.86
01/03/2023,17.82
02/03/2023,17.8
03/03/2023,17.76
04/03/2023,17.75
05/03/2023,17.72
06/03/2023,17.7
07/03/2023,17.69
08/03/2023,17.66
